"5uM_10h"	"5uM_10h.1"	"5uM_10h.2"	"5uM_10h.3"	"5uM_10h.4"	"5uM_10h.5"	"UT_24h"	"UT_24h.1"	"UT_24h.2"	"UT_24h.3"	"UT_24h.4"	"UT_24h.5"	"Veh_24h"	"Veh_24h.1"	"Veh_24h.2"	"Veh_24h.3"	"Veh_24h.4"	"Veh_24h.5"	"5uM_24h"	"5uM_24h.1"	"5uM_24h.2"	"5uM_24h.3"	"5uM_24h.4"	"5uM_24h.5"	"10uM_24h"	"10uM_24h.1"	"10uM_24h.2"	"10uM_24h.3"	"10uM_24h.4"	"10uM_24h.5"	"UT_48h"	"UT_48h.1"	"UT_48h.2"	"UT_48h.3"	"UT_48h.4"	"UT_48h.5"	"Veh_48h"	"Veh_48h.1"	"Veh_48h.2"	"Veh_48h.3"	"Veh_48h.4"	"Veh_48h.5"	"5uM_48h"	"5uM_48h.1"	"5uM_48h.2"	"5uM_48h.3"	"5uM_48h.4"	"5uM_48h.5"	"10uM_48h"	"10uM_48h.1"	"10uM_48h.2"	"10uM_48h.3"	"10uM_48h.4"	"10uM_48h.5"	"Veh_72h"	"Veh_72h.1"	"Veh_72h.2"	"Veh_72h.3"	"Veh_72h.4"	"Veh_72h.5"
"tyrosine"	5698369	4493419	5200258	5130954	4791871	4868018	7340347	8029664	9930942	9720556	8754285	9187673	5424371	4589174	7148945	6217266	8324312	8907563	6166771	7238781	6406269	4946010	5649984	5060226	7141622	6736219	6926764	5984880	7269461	6370588	11588797	12074912	13490514	2672502	15095819	14666835	8100387	8248597	8882529	5507736	10744325	13087663	5651813	5962733	8732354	7460733	8165775	7393754	6500190	5738903	5796450	4862609	6126133	4609833	13436295	11556719	19222840	17516760	18903412	17785894
"UDP-galactose"	NA	334500	279525	52064	251998	380222	NA	559033	377384	32828	204152	732344	NA	235946	577122	NA	657708	717926	NA	372193	428880	84301	331073	297222	NA	432821	334715	NA	338281	367503	233787	1255527	664742	NA	551537	1355254	285784	772789	953055	202954	594237	1232981	NA	464364	471860	139333	489266	762771	NA	482660	338793	NA	325574	354654	231461	1146858	1386887	233316	1173401	1178371
"UDP-glucose"	280504	1033773	1359345	583696	810955	2037466	339032	1800658	2662374	968895	747323	3859005	NA	985841	2425228	215753	2056626	3445977	541141	1214763	2123441	887086	1144953	1735225	790917	1181586	1650260	195894	1284070	1916659	2269258	3194641	2788662	438929	2051508	8304830	1912125	2198116	3803804	1429367	1737037	4133769	454455	1599257	2037196	1169786	1607413	3267117	NA	1035905	2416700	532353	1176510	1755431	2054968	3195202	8230477	2115313	3965326	5597371
"UDP-glucuronate"	533198	542522	408754	385367	431770	363665	782814	867142	623378	795418	639230	749890	381531	423316	706276	594620	745301	707185	553652	482807	557931	560126	563591	555943	435631	499905	525624	369760	522845	580610	1380571	1533671	1382762	444376	1276127	1445443	1008539	1019715	1336311	887710	1133160	1349233	850348	863696	713097	764310	723865	795390	560475	563715	449074	399077	433149	440753	1418789	1298121	1633523	1869246	1776343	1707869
"UDP-N-acetylglucosamine"	3212545	6639161	6132825	4425308	5866761	6364487	3133923	10221529	9899222	6111248	7236130	10596699	1815348	6607741	9911934	3743297	14201688	11513143	3935006	8951605	7853828	5962522	7347871	7477569	5516156	8187097	7731624	3140609	8321157	7506760	12867741	20731880	17562250	2631575	17015824	23549212	12508063	14694790	19950524	7630774	16038431	22047514	4787952	10743518	11377027	8628689	11771143	10930580	2654885	7875695	8072549	4915363	6852017	6735712	12304261	19721082	23714268	11480063	30410034	26578056
"urate"	170072	114978	140068	152168	135531	108115	124283	140481	163866	115587	123808	129561	120314	125049	108304	129450	155901	115593	128940	125943	94313	370289	118184	163426	157505	107909	120533	134452	196254	175428	243406	259494	236818	71891	221246	219336	130687	193811	153866	128817	179854	183565	128253	146061	152404	155502	161962	222168	165064	111515	147833	118716	139278	179821	240138	155840	309932	325030	326211	251823
"uridine"	167483	131769	267910	183725	153233	326781	442528	316215	433184	255132	358243	533611	188448	117934	412217	280071	303016	551082	233050	187345	395742	200734	177973	367541	380343	370046	583945	386262	258144	597450	754923	646461	1153428	152004	522261	1100577	429540	339410	875182	292823	530418	968934	482066	304507	795191	409284	380584	424727	600100	392441	722985	546303	283504	630915	1318305	656766	1307034	1155104	1080044	1611766
"uridine 5'-diphosphate (UDP)"	1091166	929954	1149681	1016251	887670	978248	1477745	1699011	1618929	1509948	1625518	1754459	1270537	1126404	1838504	1535556	2030305	1966996	1141213	1070568	1186862	1116182	1155071	1018642	1029739	995463	1045238	1045661	853293	1083185	2608559	2885134	2859806	1006360	2698197	3139336	2325007	2600573	3228918	2054228	2782325	3175142	1690143	1660818	2081553	1739069	1349080	1631990	1345492	1304458	1392596	1231348	1068433	1178436	2988318	2945663	3409494	3642767	3336544	3871726
"uridine 5'-monophosphate (UMP)"	NA	151181	235237	158222	253915	488284	NA	732606	562289	316356	431372	1449572	NA	421633	566787	NA	986172	484344	NA	605231	647802	80378	306025	349350	124780	280891	531257	NA	228350	275639	858041	573290	1563491	NA	1247891	2481539	732615	526776	1722357	132953	1102077	1214623	NA	443987	1021609	406237	562150	564644	NA	144694	694712	141823	235127	718457	977834	606766	2122773	456469	1555596	779692
"uridine 5'-triphosphate (UTP)"	2139219	1828449	1743416	2154023	1784878	1600999	2494522	3148777	2531996	2925062	2710940	2789727	2181890	2220646	3112847	3052329	3808135	3011523	2087081	2147346	1891209	3335405	1955137	1773239	1855554	2017535	1694432	1761739	1983442	1841848	4509578	5134926	4750904	2866294	4865171	5237718	4319640	4338480	5623349	4610444	4607166	5660198	3387980	3204193	3012386	3242289	3133353	3069659	2468444	3717490	2256087	2228548	2149271	1896454	5198904	5971282	6693152	7384493	6817669	7762493
"valine"	16878096	6542123	9628329	9091876	22138472	20574004	13081291	10565976	18877276	12348162	20200030	11352415	14122397	6116393	10628282	12164561	11958164	20146728	11208266	16058948	20571158	9618949	11461121	14933607	14620150	17318344	16540794	17692944	18053560	11336584	28438972	25616580	16871428	12998015	20497248	26403332	11470508	11291801	20335144	12500431	21510004	25218778	10230451	9235303	21649494	11732047	16103733	18837320	13007371	9550889	15663376	16673000	9986267	9420026	15945435	22318204	22180308	31863210	27550832	24176296
"xanthine"	86910	NA	146829	193011	183551	141392	NA	NA	219718	205147	NA	NA	64829	45260	103138	78560	147625	159469	167578	155202	50827	NA	NA	NA	185969	192032	157600	127597	162372	120453	55530	46623	145120	NA	270060	221015	106277	71087	47692	NA	326616	216891	206260	63317	182250	144949	292382	187288	84603	72616	176072	174769	113697	69099	73095	38317	148078	198576	378000	293014
"xanthosine"	21940	32092	NA	22929	23013	22910	32030	30380	NA	NA	NA	27560	NA	NA	NA	NA	26752	NA	NA	NA	15012	NA	NA	NA	29802	21196	NA	14383	27613	NA	111619	127636	60923	NA	19423	26237	60593	89277	NA	NA	26897	23834	NA	NA	19354	28132	NA	NA	49985	36877	NA	NA	18743	NA	105569	45100	85044	38345	38501	79434
"X - 11381"	129388	311136	291903	192122	177707	212938	436449	539560	249276	537329	369724	528193	152740	279760	534185	304797	602019	239322	405202	194515	259074	187435	200077	220928	456887	233487	323188	132558	292092	418548	437923	487472	779096	NA	380821	556099	432901	538654	410243	271853	393389	382729	466614	387189	374256	462517	205888	263211	317928	300529	235606	147382	306818	246618	741503	425287	1069905	575165	878940	1017056
"X - 12015"	178105	161994	156647	138724	165691	133609	187458	213784	154364	193919	179729	163841	161117	159619	186808	148974	193560	213151	378610	411902	381313	276472	245062	260274	464192	359412	447143	329297	479190	338113	187586	239272	243758	34502	258673	264820	196318	232842	248168	119059	210390	245210	314768	369304	413731	372884	281037	265300	448007	402028	273018	279350	258774	245227	189926	134939	183988	184728	142801	176397
"X - 12688"	379513	610736	546236	412871	341593	226848	846499	1108451	624590	1089650	602337	1010229	354282	589957	1070334	568832	1132488	581410	856737	633374	600135	500996	482819	660277	1226504	583109	934913	636518	761581	1421454	778883	892030	1348031	148297	767115	963912	765977	990071	673267	NA	632034	617463	1106572	799659	715690	1025188	641670	659676	945304	694010	520193	494240	728305	604455	1140100	739811	1685282	1133675	1190827	1570850
"X - 12748"	6189060	5839825	6255037	6197415	5810809	5941250	9326865	9730070	9533825	9836752	8636327	8786506	6589989	6847194	9855713	9272848	10120278	9589407	8497477	9107743	8431481	7645033	7759755	7693526	8564434	9251504	8533266	8660194	8630060	8513640	12351494	11983147	12437986	3076345	12129848	12663910	9000944	9453679	12589333	7049106	12009032	13427049	9179351	8775536	10194057	9065068	9400003	9158899	7485791	7516763	7948647	7677409	6614960	6638238	12568750	11856893	15596336	15850946	16312391	15139014
"X - 14056"	180607	460332	370979	143138	365627	329383	838369	1167954	475829	981602	619681	1134134	285774	333054	909776	223126	1010701	412935	387751	271716	391138	146864	200642	238926	495997	129392	363636	210416	260443	511442	712229	722389	1758764	114864	851349	1047315	559913	734774	674654	478674	941591	936075	458913	405571	423292	665082	504809	397083	471484	136715	219376	260745	291375	244944	1367724	481984	2295665	979590	794218	1784771
"X - 14568"	31428210	32607220	27190212	26993634	30249186	28779536	32013018	28480862	27595040	28285212	34242848	30126070	34107024	29762528	27399450	24225306	27277156	29766742	29033024	30535258	30913026	27201016	30347584	29810574	29989868	28189488	31826362	31569532	27603142	24618364	29078544	23883740	30951378	7379130	30042640	27450868	26583388	28211952	31345024	15976752	31395366	27857182	27862816	27223208	33428742	30300404	29361932	25729036	31728898	26370872	31814488	32374740	27203172	31041656	28485540	24234080	24496350	22004588	26742940	21213788
"X - 15220"	110733	158342	198607	173480	137039	76336	73790	57667	63098	50649	141279	107587	75374	63096	87774	80429	147561	108634	92744	102962	116561	61586	94274	69208	107602	66833	118980	107377	52910	28558	150894	128564	67266	26298	76052	177570	142101	469167	45660	96963	83577	45621	125410	141131	45481	37245	121234	42491	64083	NA	44835	56778	24586	NA	68669	29742	86020	87586	133828	32695
"X - 15245"	NA	NA	NA	20326	NA	17089	58845	37810	25666	19645	NA	27502	NA	NA	21819	NA	NA	42440	23934	NA	17865	NA	25157	24161	NA	28414	NA	NA	NA	27343	111787	88301	52014	NA	74941	88002	62354	55208	93067	34682	70242	78251	63685	55653	81754	58734	52128	50133	29193	30705	33170	23912	23860	26155	113390	90493	116264	132301	169263	140631
"X - 17677"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20934	17952	14424	NA	14582	21263	NA	NA	15116	NA	NA	NA	21030	23055	17607	NA	22131	20514	20873	NA	15742	12559	NA	16197	32068	22588	42495	41037	51159	53604
"X - 18779"	388158	417345	285671	316660	318407	329083	417557	367793	323338	278669	470331	386251	423131	344995	358572	253216	335572	354700	299310	361110	401638	348866	358082	374737	363172	351208	397071	361657	315498	286858	364549	325314	422929	70976	339080	342676	282008	332771	380719	217642	399940	332743	300922	316124	413786	418396	325699	295740	338564	311975	378335	388845	299619	373916	366599	291446	318837	344899	352291	290861
"X - 21343"	270827	211987	287550	356185	338662	235013	136893	408447	555246	124110	142407	129217	61019	144346	124214	131168	220591	374650	195857	217142	154285	163109	332094	243345	194762	649421	529514	154923	363221	519399	NA	79534	54739	NA	NA	65328	49842	177951	227961	62284	73042	121618	NA	129121	117844	91086	144501	114619	127939	318847	428441	64510	277309	366939	NA	135218	72165	NA	129665	168618
"X - 21365"	1220305	1747955	1486765	1080227	1111883	1118970	2681872	3141517	2308893	3203113	2189265	3333919	1454231	1747091	3277132	1497714	3483008	2011090	2123108	1526110	1637518	1501639	1238275	1522674	2417115	1529503	1702096	775386	1562403	2201491	3605208	3489037	5995449	515045	3882442	3348452	3627909	3490483	3866125	1278095	2606883	3028171	2688408	2104307	2036564	2707038	1736527	1737581	1924699	1501340	1078184	1152688	1601373	1335783	4449478	3281303	7278302	5132725	6497398	7650499
"X - 21891"	NA	66462	73082	56616	85118	64042	NA	90823	76776	33706	89505	84213	40116	101464	88204	30997	88902	71496	40500	117982	77499	35602	85346	64795	35806	92353	75351	41574	82867	65292	28524	102908	99749	NA	91092	91168	35601	127761	89938	NA	85581	83774	39233	96657	63171	26586	68130	59814	NA	84864	46490	17922	64600	36926	25935	142126	92976	32673	117581	95567
"X - 22768"	221343	223589	218503	231130	194314	218626	330690	394931	374365	288130	269047	294103	297667	241648	313706	339800	310709	300412	335983	340054	294076	261623	294598	284643	281805	339895	331872	277920	294588	290991	263637	297764	361765	118450	326422	333507	352987	290584	375467	353519	393790	304619	351492	346077	321064	295119	297228	304919	281115	249179	273082	260537	250588	245310	323609	512995	390228	378927	447683	350573
"X - 22770"	37393	51337	39516	30304	55566	34999	76899	56935	71285	75239	90773	80486	35081	36219	67002	54303	59775	70444	47227	55195	89564	63077	62081	56427	44647	37125	49501	56450	49122	51811	102618	82185	132151	16894	123174	91607	42806	55889	103068	57946	104433	93117	72569	57826	132746	83437	83364	71735	54677	54565	66442	68749	53469	47228	81230	55115	120149	98500	182043	127190
"X - 22776"	87136	94941	125719	105291	87810	76911	120946	174037	195003	94187	73363	93665	103601	83350	115592	109573	102506	119154	134217	130677	84707	80150	92221	112128	104078	289183	248631	82581	157227	149543	92117	76516	87814	17951	65160	119366	78382	226059	98845	61880	74037	87581	65837	64365	89127	83583	65853	64816	47085	115697	183144	58219	105480	128476	78353	121842	88507	92316	92829	109118
"X - 24020"	2941035	3917491	3331814	2769883	2671353	2870696	4454725	5570931	3483222	5601486	3895855	5233398	2660370	3235247	5233861	2515930	5878245	4334262	4236851	3169790	3313819	3060162	3341485	2579246	5180584	3851197	4115919	2900407	3698790	5122134	5932342	6143078	8432235	1041386	6229429	5484004	5113333	6280422	5949591	2834166	5270012	6387111	4847883	4416652	3876211	4897885	3261111	3132410	3789788	3465297	2921016	2525290	3058762	3040039	7272387	5423144	9726276	7683330	9011406	9660771
"X - 24054"	85834	78253	103721	125124	158405	178847	62802	93165	75324	178070	NA	86365	47758	97399	92734	189701	102283	174062	72822	114052	120752	206228	72191	141152	66181	98731	27768	77614	155347	205928	117051	359070	114752	NA	178875	318827	160198	111628	126749	112596	116029	295462	157554	204446	89991	150071	85220	245898	107113	203597	68580	99987	66456	71630	97596	145399	108977	262038	277357	354824
"X - 24061"	2068881	1381565	1612250	2343962	2135525	2687567	807430	1317597	1439083	2090153	949150	1237098	895020	1356371	1392957	2561469	1193325	1655291	1153072	1708307	1380079	2105907	1497578	2015732	852021	1656749	829009	1450157	2274221	2384293	1389861	3025881	934686	315813	1682168	2540473	1675328	1704701	1496810	1453124	1150846	2651784	1696391	2100681	1139380	1596217	1001890	2279889	1344230	2475920	1024926	1152113	1164865	1117757	1989780	2627473	1692915	2939973	3352801	3904640
"X - 24097"	772005	747786	803513	816240	946069	1001598	773669	917776	1063117	1079960	1057228	924934	840585	704630	854413	1248716	917547	1128693	761753	976939	929931	1018715	764675	799799	748333	957222	700463	934952	1054553	923867	1537128	1914145	1213609	416542	1721151	1918233	1225587	1253759	1658180	1295250	1682763	2408486	787724	1018974	1156488	841560	804932	963216	668109	794159	766412	705867	573682	508676	1886755	2114235	2206909	3094900	3238694	2867804
"X - 24241"	NA	149437	92850	58831	95352	76237	158721	166896	83447	173809	134709	184704	45917	133190	163233	119385	224654	NA	173830	NA	110112	NA	75243	NA	169037	74232	155202	NA	122293	176146	151788	125536	272449	NA	67672	155829	188826	192406	112552	75050	197777	150820	222743	160388	121930	170661	NA	114106	131729	167638	53467	NA	126247	132797	271996	122415	355446	131165	180488	394898
"X - 24435"	NA	589787	473919	398460	474146	388116	189050	282213	436304	440014	190100	368454	NA	178920	517802	242644	321547	309681	404724	275258	397602	385669	338902	390982	154693	278947	481039	134849	392895	478230	445543	498570	409946	NA	372605	568647	322240	548667	406322	224338	444946	415233	396112	570889	447259	299858	522546	529631	NA	381145	420192	250915	NA	489301	540218	394552	544011	494801	786343	1196438
"X - 24803"	605858496	671573824	634943232	566713984	655139904	667646912	818448256	789782528	678342464	770447424	847415552	812651456	736622656	668941440	751546752	645100544	824713216	732422976	745753280	691680768	728229248	687309184	623901248	647048448	763290304	668750592	734992832	657778368	664415680	666857984	832791040	883003648	935609088	355434944	878464896	963857984	798787456	850420928	832571776	634625856	1006687296	977312000	745222336	760206272	840492672	757696192	723110912	711661056	714973376	689449664	658275008	624380032	628460928	693392000	994617152	807970368	1058854336	1072529792	1084047744	1054473152
"X - 24804"	31806932	31977570	34503056	33848988	33577920	35238072	50363400	55566884	47085240	54759880	46385828	51346636	37515248	37199692	52344248	45823624	58378336	49350476	46089656	41859244	41281228	41299160	37390696	36823880	44579992	41311052	41381516	36846248	42467928	45216728	67311392	80430352	72906792	28997508	68124272	86388984	60540312	62186848	62241912	52750768	71051392	82064112	50619892	48803348	46454012	46527724	46176328	47456104	39863768	40688888	36021576	31048650	35936504	33999980	83077752	78604368	111223584	126329336	116043872	128554816
"X - 24806"	13288359	13753360	14240140	13806068	13795173	14806812	20217194	22899738	19907642	23622908	19011342	23073864	16372729	15601583	22427604	18094194	24396452	20272808	19212756	17477084	17114332	17099354	15865749	15126364	19686612	17273972	16823108	15401335	17153224	19060216	27052094	31042870	30938514	11127504	28326672	34108008	24891454	26649690	25947708	21204814	29250052	31976792	22522330	20709668	11395459	19565124	19259108	20182930	17565464	17239132	14916779	13139537	14662610	13961481	32807706	30690788	44009200	47669760	44709808	51225008
"X - 24831"	23192	38352	37566	44355	35934	33567	22946	40064	42757	49074	38940	40121	43399	39994	51418	62050	64053	44997	43057	40904	33999	53653	48676	35195	36025	36292	31021	23563	39525	52625	68934	63522	42273	31773	66338	62049	39806	40051	53843	35080	76277	51593	50157	34574	28351	38554	48913	45635	29641	NA	37321	25025	38855	NA	76632	69027	53323	96789	101732	68235
